id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
788729,Impact of clinical pharmacist intervention on diabetes-related outcomes in a military treatment facility,eng,Ann Pharmacother,The Annals of pharmacotherapy,1060-0280,46.0,3.0,1/1/12,353-7,"{""C. S. Berry-Caban"",""L. Bowers"",""S. Wallgren""}"
624354,Usefulness of US cost-of-illness studies in healthcare decision making.,eng,PharmacoEconomics,Pharmacoeconomics,1170-7690,19.0,2.0,1/1/01,207-13,"{""D J Bruno"",""B S Bloom"",""R Jayadevappa"",""D Y Maman""}"
112716,Diabetes incidence in Pima indians: contributions of obesity and parental diabetes.,eng,American Journal of Epidemiology,Am.J.Epidemiol.,Feb-62,113.0,2.0,2/1/81,144-56,"{""W C Knowler"",""P J Savage"",""P H Bennett"",""D J Pettitt""}"
881020,[Laparoscopic appendectomy after the learning curve].,spa,Cirug�_a Pedi��trica: Organo Oficial De La Sociedad Espa̱ola De Cirug�_a Pedi��trica,Cir Pediatr,0214-1221,21.0,3.0,7/1/08,167-72,"{""J Arana"",""E Rezola"",""A Villanueva"",""M I Intxaurrondo"",""M Su̱ol"",""I Eizaguirre"",""J Garay""}"
852332,Early and late mortality in hospitalised patients with raised cardiac troponin T.,eng,Postgraduate medical journal,Postgrad Med J,1469-0756,88.0,1042.0,8/1/12,437-42,"{""Julia Dawn Jones"",""Touran Heidi Keen"",""Peter Sze Chai Wong"",""Reza Ashrafi"",""Omer Khanzada"",""Derek Richard Robinson"",""Upul Wickramarachchi""}"
343395,Comprehensive multidisciplinary patient assessment and selection before TAVI procedure.,eng,Minerva cardioangiologica,Minerva Cardioangiol,1827-1618,62.0,2.0,4/1/14,177-91,"{""A Rezq"",""D Covello"",""C Godino"",""M Montorfano"",""A Colombo""}"
826830,Early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain,eng,Anesthesia And Analgesia,Anesth Analg,1526-7598,113.0,3.0,1/1/11,605-9,"{""Pyung Bok Lee"",""Francis Sahngun Nahm"",""Hyung Seok Yoo"",""Chul Joong Lee""}"
34517,Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.,eng,Neurobiology of aging,Neurobiol. Aging,1558-1497,35.0,3.0,3/1/14,725.e11-5,"{""Zhongsheng Sun"",""Huajing Teng"",""Tao Cai"",""Xusheng Huang"",""Ping Yu"",""Fang Cui"",""Zhaohui Chen"",""Fengbiao Mao"",""Wanshi Cai"",""Zhanjun Wang"",""Lin Chen"",""Jiesi Wang""}"
771377,"Secondary prophylaxis for rheumatic fever: simple concepts, difficult delivery",eng,World J Pediatr Congenit Heart Surg,World journal for pediatric & congenital heart surgery,2150-1351 (Print)     2150-1351,4.0,4.0,1/1/13,380-4,"{""N. Wilson""}"
32426,Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.,eng,American journal of veterinary research,Am. J. Vet. Res.,1943-5681,75.0,2.0,2/1/14,141-51,"{""Akikazu Ishihara"",""Maxey L Wellman"",""Andrea R Barnaba"",""Alicia L Bertone"",""Peter M Kanter"",""Rebecca A Schwarze"",""Michael L Schmall"",""Ron L Genovese"",""Lisa J Zekas"",""Katharine B Lewis""}"
533425,A meta-analytic review of exposure in group cognitive behavioral therapy for posttraumatic stress disorder.,eng,Clinical psychology review,Clin Psychol Rev,1873-7811,33.0,1.0,2/1/13,24-32,"{""R F Hofstein"",""J M Mott"",""T L Barrera"",""E J Teng""}"
789057,VY levator lengthening to treat upper eyelid retraction.,eng,"Journal of plastic, reconstructive & aesthetic surgery : JPRAS",J Plast Reconstr Aesthet Surg,1878-0539,66.0,7.0,7/1/13,1005-7,"{""Kenichi Kokubo"",""Taro Kamisasanuki"",""Kengo Hayashi"",""Kenichiro Kasai"",""Nobutada Katori""}"
19086,Phase angle for prognostication of survival in patients with advanced cancer: Preliminary findings.,eng,Cancer,Cancer,1097-0142,120.0,14.0,7/15/14,2207-14,"{""Gary Chisholm"",""Eduardo Bruera"",""Swati Bansal"",""David Hui"",""Rony Dev"",""Margarita Morgado""}"
852213,Safety and efficacy of weekly nab���-paclitaxel in combination with carboplatin as first-line therapy in elderly patients with advanced non-small-cell lung cancer.,eng,Annals of oncology : official journal of the European Society for Medical Oncology / ESMO,Ann Oncol,1569-8041,24.0,2.0,2/1/13,314-21,"{""C J Langer"",""J Orsini"",""J K Hon"",""S R Dakhil"",""M F Renschler"",""R D Page"",""V Hirsh"",""H Zhang"",""I Okamoto"",""M A Socinski""}"
893664,Role of N-acetylcysteine in prevention of contrast-induced nephropathy after cardiovascular procedures: a meta-analysis,eng,Clinical cardiology,Clin Cardiol,0160-9289,27.0,11.0,1/1/04,607-10,"{""Deepika and Leibowitz Keith and Gowda Ramesh M. and Shapiro Michael and Khan Ijaz A. Misra""}"
119186,Smoking and oral cancer.,eng,Journal of dental research,J. Dent. Res.,0022-0345,42.0,,1/1/63,328-39,"{""J J SALLEY""}"
274083,Risk profiles among adolescent nonmedical opioid users in the United States,,Addictive Behaviors,Addict.Behav.,0306-4603,37.0,8.0,1/1/12,974-7,"{""B. E. Perron"",""Q. Fu"",""L. T. Wu"",""M. G. Vaughn""}"
784224,Prolonged early antibiotic use and bronchopulmonary dysplasia in very low birth weight infants,eng,Am J Perinatol,American journal of perinatology,0735-1631,32.0,1.0,1/1/15,43-8,"{""D. A. Paul"",""R. G. Locke"",""L. Saiman"",""D. Tuttle"",""A. Novitsky"",""A. Mackley""}"
369162,[Autologous stem cell therapy with surgical myocardial revascularization].,tur,Anadolu kardiyoloji dergisi : AKD = the Anatolian journal of cardiology,Anadolu Kardiyol Derg,1308-0032,9.0,6.0,12/1/09,465-6,"{""Serkan Durdu"",""Ahmet R���_���han Akar"",""G���_nseli Cubuk���uo����lu Deniz""}"
587024,"gamma-tocopherol, the major form of vitamin E in the US diet, deserves more attention",eng,Am J Clin Nutr,The American journal of clinical nutrition,Feb-65,74.0,6.0,1/1/01,714-22,"{""S. Christen"",""Q. Jiang"",""B. N. Ames"",""M. K. Shigenaga""}"
687404,The impact of orthodontic treatment on the quality of life a systematic review.,eng,BMC Oral Health,BMC oral health,1472-6831,14.0,,1/1/14,66,"{""Yi Wang"",""Yu Zhou"",""RongDang Hu"",""XiuYing Wang"",""Gerald Voli̬re""}"
858569,Phenotypic analysis of misato function reveals roles of noncentrosomal microtubules in Drosophila spindle formation,English,JOURNAL OF CELL SCIENCE,J Cell Sci,0021-9533,124.0,0.0,1/1/11,706-17,"{""M. Gatti"",""S. Bonaccorsi"",""V. Mottier-Pavie"",""F. Verni"",""G. Cenci""}"
71263,Intra-mandibular adenoid cystic carcinoma.,eng,"Revue de stomatologie, de chirurgie maxillo-faciale et de chirurgie orale",Rev Stomatol Chir Maxillofac Chir Orale,2213-6541,115.0,2.0,4/1/14,100-4,"{""N Zwetyenga"",""A Bouaichi"",""S Aimad-Eddine"",""B Ella"",""X-A Mommers""}"
111970,Why is functional capacity decreased in hypertensive patients? From mechanisms to clinical studies.,eng,"Journal of cardiovascular medicine (Hagerstown, Md.)",J Cardiovasc Med (Hagerstown),1558-2035,15.0,6.0,6/1/14,447-55,"{""Branislava Ivanovic"",""Marijana Tadic""}"
98562,Prevalence of Masked Hypertension in African Americans.,ENG,"Journal of clinical hypertension (Greenwich, Conn.)",J Clin Hypertens (Greenwich),1751-7176,,,10/20/14,,"{""Frances Williams"",""Alehegn Gelaye"",""Susan Steigerwalt"",""Yara Daloul"",""Hadeel Assad"",""Timothy R Larsen"",""Barryton Waanbah"",""Michael Williams""}"
56014,Differences of inter-tract correlations between neonates and children around puberty: a study based on microstructural measurements with DTI.,eng,Frontiers in human neuroscience,Front Hum Neurosci,1662-5161,7.0,,1/1/13,721,"{""Gaolang Gong"",""Hua Cheng"",""Yong He"",""Qi Dong"",""Hao Huang"",""Virendra Mishra""}"
565528,Barriers and facilitators to implementing electronic prescription: a systematic review of user groups' perceptions.,eng,Journal of the American Medical Informatics Association : JAMIA,J Am Med Inform Assoc,1527-974X,21.0,3.0,5/1/14,535-41,"{""Marie-Pierre Gagnon"",""Claude Sicotte"",""��dith-Romy Nsangou"",""Sonya Grenier"",""Julie Payne-Gagnon""}"
658707,"Working memory, short-term memory, and reading disabilities: a selective meta-analysis of the literature.",eng,Journal of learning disabilities,J Learn Disabil,0022-2194,42.0,3.0,5/1/09,260-87,"{""H Lee Swanson"",""[Collective Name] Xinhua Zheng"",""Olga Jerman""}"
84905,Hypothalamic obesity in children.,eng,Obesity reviews : an official journal of the International Association for the Study of Obesity,Obes Rev,1467-789X,13.0,9.0,9/1/12,780-98,"{""A Bereket"",""Z Hochberg"",""Y Yavuz"",""H L Muller"",""R H Lustig"",""R Weiss"",""W Kiess"",""A P Goldstone""}"
891370,"Health literacy, diabetes self-care, and glycemic control in adults with type 2 diabetes",eng,Diabetes technology & therapeutics,Diabetes Technol. Ther.,1520-9156,12.0,11.0,1/1/10,913-9,"{""Chandra Y. and Bains Sujeev S. and Egede Leonard E. Osborn""}"
697286,Central corneal melting associated with reformulated generic diclofenac in a patient with inferior fornix foreshortening.,eng,Ophthalmology and eye diseases,Ophthalmol Eye Dis,1179-1721,3.0,0.0,1/1/11,21-24,"{""Cameron Campbell Johnson""}"
226966,Vaginal incisional wound healing in a rabbit menopause model: a histologic analysis.,eng,International urogynecology journal,Int Urogynecol J,1433-3023,23.0,12.0,12/1/12,1763-9,"{""Roger P Goldberg"",""Yoram Abramov"",""Barbara Golden"",""Peter K Sand"",""Megan Sullivan""}"
323305,Process of construction of an educational booklet for health promotion of pregnant women,,Revista latino-americana de enfermagem,Rev Lat Am Enfermagem,0104-1169,20.0,1.0,1/1/12,101-108,"{""Luiza Akiko Komura Hoga"",""Ana Luisa Zaniboni Gomes"",""Luciana Magnoni Reberte""}"
485934,"Comparison of the CHADS2, CHA2DS2-VASc and HAS-BLED scores for the prediction of clinically relevant bleeding in anticoagulated patients with atrial fibrillation: the AMADEUS trial.",eng,Thrombosis And Haemostasis,Thromb Haemost,0340-6245,110.0,5.0,11/1/13,1074-9,"{""D A Lane"",""S Apostolakis"",""G Y H Lip"",""H Buller""}"
743602,Comparison of energy balance-related behaviours and measures of body composition between Turkish adolescents in Turkey and Turkish immigrant adolescents in the Netherlands.,eng,Public health nutrition,Public Health Nutr,1475-2727,17.0,12.0,12/1/14,2692-9,"{""Makbule Gezmen-Karadag"",""Anke Oenema"",""Saskia J te Velde"",""Hilal Yildiran"",""Mai J M Chinapaw"",""Johannes Brug"",""Mine Yildirim"",""Eda Koksal"",""Saniye Bilici"",""Nilufer Acar-Tek"",""Gamze Akbulut"",""Nevin Sanlier"",""Maartje M van Stralen"",""Judith S B de Meij"",""Amika S Singh""}"
944668,"Postamputation pain: epidemiology, mechanisms, and treatment",eng,J Pain Res,Journal of pain research,1178-7090,6.0,0.0,1/1/13,121-36,"{""E. Hsu"",""S. P. Cohen""}"
873987,"Bullous impetigo in children infected with methicillin-resistant Staphylococcus aureus alone or in combination with methicillin-susceptible S. aureus: analysis of genetic characteristics, including assessment of exfoliative toxin gene carriage",eng,J Clin Microbiol,Journal of clinical microbiology,0095-1137 (Print) 0095-1137,49.0,5.0,1/1/11,1972-4,"{""T. Yamamoto"",""T. Takano"",""M. Takano"",""W. Higuchi"",""Y. Nitahara"",""K. Saito"",""D. Shi"",""K. Ozaki""}"
788168,Empowered diabetes management: life coaching and pharmacist counseling for employed adults with diabetes,eng,Health Educ Behav,Health education & behavior : the official publication of the Society for Public Health Education,1090-1981,40.0,5.0,1/1/13,581-91,"{""D. L. Uehara"",""C. Nishita"",""T. Tom"",""G. Cardazone""}"
146560,"School, neighborhood, and family factors are associated with children's bullying involvement: a nationally representative longitudinal study.",eng,Journal of the American Academy of Child and Adolescent Psychiatry,J Am Acad Child Adolesc Psychiatry,1527-5418,48.0,5.0,5/1/09,545-53,"{""Lucy Bowes"",""Barbara Maughan"",""Avshalom Caspi"",""Louise Arseneault"",""Alan Taylor"",""Terrie E Moffitt""}"
498344,"Infectious diseases. As Ebola wanes, trials jockey for patients.",eng,"Science (New York, N.Y.)",Science,1095-9203,348.0,6230.0,4/3/15,20,"{""Kai Kupferschmidt""}"
385772,DiGeorge Syndrome Presenting as Hypocalcaemia-Induced Seizures in Adulthood.,eng,Case Reports in Medicine,Case Rep.Med.,1687-9627,2013.0,,1/1/13,923129,"{""Alexander Attard"",""Josephine Psaila"",""Adrian Zammit"",""Deborah Grech Marguerat""}"
917417,In vivo effects of different anesthetic agents on apoptosis.,eng,Korean Journal of Anesthesiology,Korean J.Anesth.,2005-7563,63.0,1.0,7/1/12,18-24,"{""Hanan F Khafagy"",""Mona M Hassan"",""Emad S Osman"",""Faten M El-Shanawany"",""Abdel Rahman M Fathallah"",""Yasser M Samhan"",""Gehan G El-Fandy""}"
517503,The impact of 3D volume of interest definition on accuracy and precision of activity estimation in quantitative SPECT and planar processing methods.,eng,Physics in medicine and biology,Phys Med Biol,1361-6560,55.0,12.0,6/21/10,3535-44,"{""Bin He"",""Eric C Frey""}"
72325,Comparison between oral antibiotics and probiotics as bowel preparation for elective colon cancer surgery to prevent infection: prospective randomized trial.,eng,Surgery,Surgery,1532-7361,155.0,3.0,3/1/14,493-503,"{""Yasuhiro Koga"",""Kazutake Okada"",""Toru Ozaki"",""Sotaro Sadahiro"",""Akira Tanaka"",""Toshiyuki Suzuki"",""Hiroko Kamata""}"
516758,Comparison of 3D OS-EM and 4D MAP-RBI-EM reconstruction algorithms for cardiac motion abnormality classification using a motion observer.,ENG,IEEE transactions on nuclear science,IEEE Trans Nucl Sci,0018-9499,57.0,5.0,8/26/10,2571,"{""Taek-Soo Lee"",""W Paul Segars"",""Xin He"",""Jing Tang"",""Benjamin M W Tsui""}"
85920,"Adipocyte is a non-trivial, dynamic partner of breast cancer cells.",eng,The International journal of developmental biology,Int. J. Dev. Biol.,1696-3547,55.0,7.0,1/1/11,851-9,"{""Marie-Pierre Chenard"",""Nassim Dali-Youcef"",""Emilie Buache"",""Marie-Christine Rio"",""Jinxiang Tan""}"
145874,HRQoL after coronary artery bypass grafting and percutaneous coronary intervention for stable angina.,eng,Scandinavian cardiovascular journal : SCJ,Scand. Cardiovasc. J.,1651-2006,43.0,2.0,4/1/09,94-9,"{""Michael Luther"",""Kari Korpilahti"",""Matti R Tarkka"",""Heini Huhtala"",""Jari Laurikka"",""Jan-Ola Wistbacka"",""Pertti Loponen""}"
888553,Weighting improves the information provided by joint counts on the severity of arthritis and its impact on patients' well-being in juvenile idiopathic arthritis,eng,Rheumatology (Oxford),"Rheumatology (Oxford, England)",1462-0324,45.0,3.0,1/1/06,343-7,"{""A. Ravelli"",""S. Magni-Manzoni"",""A. Pistorio"",""M. Bandeira"",""A. Martini"",""E. Sala"",""A. Falcone"",""A. Buoncompagni"",""N. Ruperto"",""A. Loy""}"
889580,Chronic pain-associated behaviors in the nursing home: resident versus caregiver perceptions,,Pain,Pain,0304-3959,80.0,3.0,1/1/99,577-588,"{""F. Keefe"",""B. Peterson"",""D. Weiner""}"
732272,Analysis of responses of radiology personnel to a simulated mass casualty incident after the implementation of an automated alarm system in hospital emergency planning.,,Emergency Radiology,EMERG RADIOL,1070-3004,18.0,2.0,4/1/11,119-126 8p,"{""Linsenmaier U"",""Geyer LL"",""K���rner M"",""Meisel CD"",""Wirth S"",""Reiser MF""}"
351877,Community nursing issues in Maori mental health.,,Australian & New Zealand Journal of Mental Health Nursing,AUST NZ J MENT HEALTH NURS,1324-3780,5.0,2.0,6/1/96,54-62,"{""A Street"",""C Walsh""}"
276000,Tobacco-related scenes in television dramas for young Japanese audiences,eng,Tob Control,Tobacco control,0964-4563,8.0,3.0,1/1/99,350,"{""T. Sone""}"
378289,Alkaline phosphatase activity of duodenal enterocytes after neonatal administration of monosodium glutamate to rats.,eng,Physiological research / Academia Scientiarum Bohemoslovaca,Physiol Res,0862-8408,49.0,2.0,1/1/00,269-77,"{""L Lenhardt"",""S Mozes"",""A Martinkov��""}"
684476,Pulmonary rehabilitation for chronic obstructive pulmonary disease: a pilot study evaluating a once-weekly versus twice-weekly supervised programme.,eng,Physiotherapy,Physiotherapy,1873-1465,96.0,1.0,3/1/10,68-74,"{""Janet Webber"",""Fiona Liddell""}"
539034,Cognitive impairment and risk of cardiovascular events and mortality.,eng,European heart journal,Eur. Heart J.,1522-9645,33.0,14.0,7/1/12,1777-86,"{""Salim Yusuf"",""Martin O'Donnell"",""Craig Anderson"",""Irene Marzona"",""Peter Sleight"",""Jeff Probstfield"",""Antonio Dans"",""Peggy Gao"",""Jackie Bosch"",""Koon Teo""}"
208435,Comparison of tunnel positions in single-bundle anterior cruciate ligament reconstructions using computer navigation.,eng,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Knee Surg Sports Traumatol Arthrosc,1433-7347,18.0,9.0,9/1/10,1282-9,"{""Travis G Maak"",""Thomas L Wickiewicz"",""Volker Musahl"",""James E Voos"",""Andrew D Pearle""}"
36253,[Limited experience in adrenocortical function tests in infants].,jpn,Horumon to rinsho. Clinical endocrinology,Horumon To Rinsho,0045-7167,16.0,4.0,4/1/68,273-6,"{""Y Hirose"",""S Kurata"",""Y Abe""}"
941515,Is prolonged use of computer games a risk factor for deep venous thrombosis in children?,,"Clinical medicine (London, England)",Clin Med,1473-4893,4.0,2.0,1/1/04,190-1,"{""Richard J. A. Murrin""}"
125302,Intravenous cyclophosphamide in patients with chronic systemic inflammatory diseases: morbidity and mortality.,eng,Scandinavian journal of rheumatology,Scand. J. Rheumatol.,0300-9742,37.0,2.0,3/1/08,130-4,"{""E A M Janssen"",""C Brodin"",""P Ogreid"",""K Kjellevold"",""L G G��ransson"",""L Vatten"",""P R Romundstad"",""R Omdal"",""K Wildhagen""}"
168889,Trends in domestic violence service and leadership: implications for an integrated shelter model,,Administration and policy in mental health,Adm Policy Ment Health,0894-587X,27.0,5.0,1/1/00,339-52,"{""M. B. Philip"",""R. A. Hayward""}"
63977,[Clinical and histologic results of treatment of serous pulp inflammations with Ledermix].,pol,Czasopismo stomatologiczne,Czas Stomatol,Nov-53,20.0,11.0,1/1/67,1145-53,"{""H Zakrzewska-Jastrzebska""}"
476199,Cognitive Outcome of Pediatric Moyamoya Disease.,eng,Journal of Korean Neurosurgical Society,J Korean Neurosurg Soc,2005-3711,57.0,6.0,6/1/15,440-4,"{""Ju-Seong Kim"",""Dong-Seok Kim"",""Eun-Kyung Park"",""Kyu-Won Shim""}"
89897,A growing lesion on the cheek.,eng,JAMA otolaryngology-- head & neck surgery,JAMA Otolaryngol Head Neck Surg,2168-619X,140.0,4.0,4/1/14,383-4,"{""Eric J Lentsch"",""Jordan Whitney Rawl"",""Michael J Caplan""}"
144339,Comparative in vitro performance of three small-volume valved holding chambers with beclomethasone/formoterol pressurized metered dose inhaler.,eng,Journal of aerosol medicine and pulmonary drug delivery,J Aerosol Med Pulm Drug Deliv,1941-2703,26.0,4.0,8/1/13,223-7,"{""Kamel Alhanout"",""Jean-Christophe Dubus"",""Talita Mota Goncalves"",""Veronique Andrieu"",""Alain Nicolay"",""Davi Pereira de Santana""}"
925315,[Use of statins prior to or following invasive therapy for coronary artery disease].,chi,CHUNG-HUA I HSUEH TSA CHIH [CHINESE MEDICAL JOURNAL],Chung Hua I Hsueh Tsa Chih,0376-2491,85.0,40.0,10/26/05,2815-7,"{""Wei Gao""}"
130308,Malignant lymphomas of the oral region.,engfre,Canadian Forces Dental Services quarterly,Can Forces Dent Serv Q,0045-4850,18.0,1.0,1/1/77,7-Jan,"{""J R Trott"",""D J Morrow"",""D W Buntine""}"
67292,Epithelial Splicing Regulatory Proteins 1 (ESRP1) and 2 (ESRP2) Suppress Cancer Cell Motility via Different Mechanisms.,eng,The Journal of biological chemistry,J. Biol. Chem.,1083-351X,289.0,40.0,10/3/14,27386-99,"{""Mitsuyoshi Motizuki"",""Keiji Miyazawa"",""Tetsuo Kondo"",""Keisuke Masuyama"",""Masao Saitoh"",""Hiroki Ishii"",""Ryohei Katoh"",""Kei Sakamoto"",""Shota Tanaka""}"
129698,Combined and sequential treatment of oral and maxillofacial malignancies: an evolving concept and clinical protocol.,eng,Chinese medical journal,Chin. Med. J.,0366-6999,121.0,19.0,10/5/08,1945-52,"{""Zhi-yuan Zhang"",""Wei-liu Qiu"",""Jia-wei Zheng""}"
73792,Evaluation of the protective effect of Ilex paraguariensis and Camellia sinensis extracts on the prevention of oxidative damage caused by ultraviolet radiation.,eng,Environmental toxicology and pharmacology,Environ. Toxicol. Pharmacol.,1872-7077,37.0,1.0,1/1/14,195-201,"{""Marlon Barg"",""Emilio L Streck"",""Lara M Gomes"",""Vanessa M Andrade"",""Daniela D Leffa"",""Felipe Dal-Pizzol"",""Fabricia Petronilho"",""Francieli Vuolo"",""Milena Carvalho-Silva"",""Fernanda Balbinot"",""Gislaine T Rezin""}"
105981,A common variant in the FTO gene is associated with body mass index and predisposes to childhood and adult obesity.,eng,"Science (New York, N.Y.)",Science,1095-9203,316.0,5826.0,5/11/07,889-94,"{""George Davey Smith"",""Amanda J Bennett"",""Eleftheria Zeggini"",""Marjo-Riitta Jarvelin"",""Nicholas J Wareham"",""Lorna W Harries"",""Colin N A Palmer"",""Shah Ebrahim"",""Timothy M Frayling"",""Susan M Ring"",""Bridget Knight"",""Sian Ellard"",""Katharine R Owen"",""Rachel M Freathy"",""Hana Lango"",""Debbie A Lawlor"",""Lon R Cardon"",""John R B Perry"",""Jeffrey C Barrett"",""Andrew D Morris"",""Graham A Hitman"",""Katherine S Elliott"",""Ulla Sovio"",""Mark I McCarthy"",""David Melzer"",""Alex S F Doney"",""Andrew R Ness"",""Yoav Ben-Shlomo"",""Andrew T Hattersley"",""Ann-Marie Patch"",""Nicholas J Timpson"",""Nigel W Rayner"",""Mark Walker"",""Michael N Weedon"",""Ruth J F Loos"",""Fredrik Karpe"",""In̻s Barroso"",""Luigi Ferrucci"",""Christopher J Groves"",""Cecilia M Lindgren"",""Beverley Shields""}"
408198,"The parvalbumin-positive interneurons in the mouse dentate gyrus express GABAA receptor subunits �1, �_2, and � along their extrasynaptic cell membrane.",eng,Neuroscience,Neuroscience,1873-7544,254.0,,12/19/13,80-96,"{""H H̦ger"",""W Sieghart"",""T Klausberger"",""I Milenkovic"",""M Vasiljevic"",""D Maurer""}"
30272,Glial cells in amyotrophic lateral sclerosis.,ENG,Experimental neurology,Exp. Neurol.,1090-2430,,,5/22/14,,"{""T Philips"",""J D Rothstein""}"
13408,Eczema - quiz.,eng,Paediatrics & child health,Paediatr Child Health,1918-1485,5.0,2.0,3/1/00,105,{NULL}
520843,Sonographically guided biopsy of focal lesions: a comparison of freehand and probe-guided techniques using a phantom.,eng,AJR. American Journal Of Roentgenology,AJR Am J Roentgenol,0361-803X,184.0,5.0,5/1/05,1652-6,"{""Duncan M Brooks"",""Pramit M Phal"",""Rory Wolfe""}"
796900,"Chronic compartment syndrome, an important cause of work-related upper limb disorder",,Rheumatology (Oxford),"Rheumatology (Oxford, England)",1462-0324,44.0,11.0,1/1/05,1442-6,"{""J. P. Heath"",""R. L. Williams"",""M. H. Pritchard""}"
26475,Situating universal design architecture: designing with whom?,ENG,Disability and rehabilitation,Disabil Rehabil,1464-5165,,,7/28/14,6-Jan,"{""Paul Jones""}"
476191,Endovascular Treatment of Ruptured Large or Wide-Neck Basilar Tip Aneurysms Associated with Moyamoya Disease Using the Stent-Assisted Coil Technique.,ENG,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,1532-8511,,,7/24/15,,"{""Yibin Fang"",""Pengfei Yang"",""Jianmin Liu"",""Yi Xu"",""Qinghai Huang"",""Wenyuan Zhao"",""Dongwei Dai"",""Yan Chen""}"
268361,Giant-cell tumour of the knee: the condition of the cartilage after treatment by curettage and cementing,eng,J Bone Joint Surg Br,The Journal of bone and joint surgery. British volume,0301-620X (Print) 0301-620x,89.0,3.0,1/1/07,361-5,"{""K. Jonsson"",""A. Rydholm"",""I. Kristiansson"",""D. Heinegard"",""F. V. von Steyern"",""P. Mannfolk""}"
664795,Diagnostic accuracy of endoscopic ultrasound-guided fine-needle aspiration for solid pancreatic lesion: a systematic review.,eng,Journal of cancer research and clinical oncology,J. Cancer Res. Clin. Oncol.,1432-1335,138.0,9.0,9/1/12,1433-41,"{""Hangcheng Zhou"",""Renbao Yang"",""Jiong Chen"",""Yunlian Xia"",""Yin Lu""}"
102180,"Safety, tolerability and sustained weight loss over 2 years with the once-daily human GLP-1 analog, liraglutide.",eng,International journal of obesity (2005),Int J Obes (Lond),1476-5497,36.0,6.0,6/1/12,843-54,"{""R Carraro"",""M F Rasmussen"",""L Niskanen"",""A Harper"",""N Finer"",""S R̦ssner"",""M Kunesova"",""L Van Gaal"",""M E J Lean"",""A Astrup"",""A Rissanen"",""M J Savolainen"",""[Collective Name] NN8022-1807 Investigators""}"
828156,Behavioral and cognitive measurements predict scores on the MAST: a 3-year prospective study.,eng,Alcohol Clin Exp Res,"Alcoholism, clinical and experimental research",0145-6008,20.0,7.0,10/1/96,1173-8,"{""V Hesselbrock"",""A W Deckel""}"
812757,Development of a SNP genotyping panel and a medical decision support algorithm to predict drug response in schizophrenia,,Klinik Psikofarmakoloji Bulteni,Klin.Psikofarmakol.Bul.,1017-7833,21.0,0.0,1/1/11,S156-S157,"{""Y. A. Son"",""G. Ustunkar"",""M. A. Doke"",""H. A. Dom"",""Y. Y. Tuncel""}"
713518,ELDERLY AND PHYSICAL ACTIVITY: BENEFITS AND CHALLENGES IN SEARCH FOR LIFE QUALITY.,,Journal of Nursing UFPE / Revista de Enfermagem UFPE,REV ENFERMAGEM UFPE,1981-8963,6.0,11.0,11/1/12,2761-2769 9p,"{""Gerlane ��ngela da Costa Moreira"",""Denyse Dutra Alencar Vasconcelos"",""Amanda Costa de Freitas"",""Carla Cristina Braga Maranh���o"",""Danielle Figueiredo Patricio""}"
828214,Transference-focused psychotherapy v. treatment by community psychotherapists for borderline personality disorder: randomised controlled trial.,eng,The British journal of psychiatry : the journal of mental science,Br J Psychiatry,1472-1465,196.0,5.0,5/1/10,389-95,"{""Philipp Martius"",""Anna Buchheim"",""Peter Buchheim"",""Susanne H���rz"",""Michael Rentrop"",""Cord Benecke"",""Peter Schuster"",""Melitta Fischer-Kern"",""Stephan Doering""}"
677752,A systematic review of the surgical treatment of large incisional hernia.,eng,Hernia : the journal of hernias and abdominal wall surgery,Hernia,1248-9204,19.0,1.0,2/1/15,89-101,"{""L Timmermans"",""J C Slieker"",""J F Lange"",""E B Deerenberg"",""J Jeekel"",""D P Hogerzeil"",""P H C Eilers""}"
107417,"Fast-food habits, weight gain, and insulin resistance (the CARDIA study): 15-year prospective analysis.",eng,Lancet,Lancet,1474-547X,365.0,9453.0,1/1/05,36-42,"{""David R Jacobs"",""David S Ludwig"",""Cara B Ebbeling"",""Alex I Kartashov"",""Martha L Slattery"",""Linda Van Horn"",""Mark A Pereira""}"
621640,Tracking cognitive decline in Alzheimer's disease using the mini-mental state examination: a meta-analysis.,eng,International psychogeriatrics / IPA,Int Psychogeriatr,1041-6102,12.0,2.0,6/1/00,231-47,"{""J McCusker"",""F Primeau"",""M Cole"",""L Han"",""F Bellavance""}"
74821,Progesterone receptor PROGINS and +331G/A polymorphisms confer susceptibility to ovarian cancer: a meta-analysis based on 17 studies.,eng,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,Tumour Biol.,1423-0380,35.0,3.0,3/1/14,2427-36,"{""Xinran Wang"",""Chenhuan Ding"",""Lilan Chen"",""Shu Li"",""Ting Liu"",""Xia Yin"",""You Wang"",""Xiangjun Sun"",""Wen Di"",""He Li""}"
